/NM0/D (vgs=1.2) X,/NM0/D (vgs=1.2) Y
0,0
0.036,3.27191112283984e-05
0.07200000000000001,6.509426042845698e-05
0.108,9.702711657349638e-05
0.144,0.0001283474005641844
0.18,0.0001588072128164639
0.216,0.0001881206425549342
0.252,0.0002160024212850354
0.288,0.0002421852547647418
0.3240000000000001,0.0002664407815542688
0.3600000000000001,0.0002886027319617599
0.3960000000000001,0.0003085834049437546
0.4320000000000002,0.0003263789607235383
0.4680000000000002,0.0003420631456389962
0.5040000000000002,0.0003557721407145784
0.5400000000000003,0.0003676848156965331
0.5760000000000003,0.0003780026409760305
0.6120000000000003,0.0003869323540691651
0.6480000000000004,0.0003946729467942021
0.6840000000000004,0.0004014072236025316
0.7200000000000004,0.0004072973427479364
0.7560000000000004,0.0004124833842991532
0.7920000000000005,0.0004170839566974137
0.8280000000000005,0.0004211980023792438
0.8640000000000005,0.0004249071749814282
0.9000000000000006,0.0004282783657777784
0.9360000000000006,0.000431366123798612
0.9720000000000006,0.0004342148352722178
1.008000000000001,0.0004368606084637795
1.044000000000001,0.0004393328588593655
1.080000000000001,0.0004416556162934026
1.116000000000001,0.0004438485877892047
1.152000000000001,0.000445928013298956
1.188000000000001,0.000447907350102407
1.224000000000001,0.0004497978178526249
1.260000000000001,0.0004516088316414685
1.296000000000001,0.000453348345830821
1.332000000000001,0.0004550231271737326
1.368000000000001,0.0004566389721000685
1.404000000000001,0.0004582008799933261
1.440000000000001,0.0004597131917982308
1.476000000000001,0.0004611797013016573
1.512000000000001,0.0004626037448438514
1.548000000000001,0.0004639882739678085
1.584000000000001,0.0004653359145359165
1.620000000000001,0.0004666490150786193
1.656000000000001,0.0004679296865441468
1.692000000000001,0.0004691798351544256
1.728000000000001,0.0004704011897109389
1.764000000000001,0.000471595324412622
1.8,0.0004727636780279545
