/NM0/D (vgs=1.5) X,/NM0/D (vgs=1.5) Y
0,0
0.036,3.477370552420108e-05
0.07200000000000001,6.932573915679343e-05
0.108,0.0001036058218655424
0.144,0.0001375296500382753
0.18,0.0001709695279950076
0.216,0.0002037588455167229
0.252,0.0002357129475600867
0.288,0.0002666435237227646
0.3240000000000001,0.0002963636897354924
0.3600000000000001,0.0003246947027104561
0.3960000000000001,0.0003514757994121266
0.4320000000000002,0.000376574462522939
0.4680000000000002,0.000399894914948471
0.5040000000000002,0.0004213834804537401
0.5400000000000003,0.0004410301733533857
0.5760000000000003,0.0004588665723713436
0.6120000000000003,0.0004749606202162861
0.6480000000000004,0.0004894093620924398
0.6840000000000004,0.0005023307471553043
0.7200000000000004,0.0005138555011996517
0.7560000000000004,0.0005241198221590304
0.7920000000000005,0.0005332593470557991
0.8280000000000005,0.0005414045630798877
0.8640000000000005,0.0005486776264979928
0.9000000000000006,0.0005551904213703055
0.9360000000000006,0.0005610436265287843
0.9720000000000006,0.0005663265462647102
1.008000000000001,0.0005711174790218178
1.044000000000001,0.0005754844335445881
1.080000000000001,0.0005794860423068249
1.116000000000001,0.0005831725607860082
1.152000000000001,0.000586586874696452
1.188000000000001,0.0005897654643457478
1.224000000000001,0.0005927392958918677
1.260000000000001,0.0005955346242135952
1.296000000000001,0.0005981737023973334
1.332000000000001,0.0006006753995391553
1.368000000000001,0.0006030557326003106
1.404000000000001,0.0006053283202116693
1.440000000000001,0.000607504767202889
1.476000000000001,0.0006095949886877637
1.512000000000001,0.0006116074820940311
1.548000000000001,0.0006135495548101344
1.584000000000001,0.0006154275142843423
1.620000000000001,0.0006172468265501003
1.656000000000001,0.0006190122483239163
1.692000000000001,0.0006207279370607521
1.728000000000001,0.0006223975426716623
1.764000000000001,0.0006240242840133241
1.8,0.0006256110127464179
