/NM0/D (vgs=0.6) X,/NM0/D (vgs=0.6) Y
0,0
0.036,2.190002432493201e-05
0.07200000000000001,4.215568535849166e-05
0.108,6.0109114117485e-05
0.144,7.512100329757502e-05
0.18,8.69798263408899e-05
0.216,9.596517244513019e-05
0.252,0.0001026528147726395
0.288,0.0001076590990774543
0.3240000000000001,0.0001114908111979723
0.3600000000000001,0.0001145122667508979
0.3960000000000001,0.0001169693874926228
0.4320000000000002,0.0001190248900497232
0.4680000000000002,0.0001207869526984135
0.5040000000000002,0.000122328778797823
0.5400000000000003,0.0001237010727902182
0.5760000000000003,0.0001249398368392493
0.6120000000000003,0.0001260712586166081
0.6480000000000004,0.0001271148209904661
0.6840000000000004,0.0001280853203870051
0.7200000000000004,0.000128994205680297
0.7560000000000004,0.0001298504859123067
0.7920000000000005,0.0001306613586766632
0.8280000000000005,0.0001314326537243151
0.8640000000000005,0.0001321691518590472
0.9000000000000006,0.0001328748180508026
0.9360000000000006,0.0001335529744881019
0.9720000000000006,0.000134206430880392
1.008000000000001,0.0001348375838640025
1.044000000000001,0.0001354484937607494
1.080000000000001,0.0001360409445167739
1.116000000000001,0.0001366164909966184
1.152000000000001,0.0001371764966628982
1.188000000000001,0.0001377221638680277
1.224000000000001,0.0001382545584125275
1.260000000000001,0.0001387746296125809
1.296000000000001,0.0001392832268195297
1.332000000000001,0.0001397811131131702
1.368000000000001,0.0001402689767265098
1.404000000000001,0.0001407474406363935
1.440000000000001,0.0001412170706610627
1.476000000000001,0.0001416783823344221
1.512000000000001,0.0001421318467719055
1.548000000000001,0.0001425778957002559
1.584000000000001,0.0001430169257902824
1.620000000000001,0.0001434493024054849
1.656000000000001,0.0001438753628587271
1.692000000000001,0.0001442954192526377
1.728000000000001,0.0001447097609661891
1.764000000000001,0.0001451186568392563
1.8,0.0001455223570983106
