/NM0/D (vgs=1.8) X,/NM0/D (vgs=1.8) Y
0,0
0.036,3.61996550045512e-05
0.07200000000000001,7.223732593204067e-05
0.108,0.000108081474234858
0.144,0.0001436813687817419
0.18,0.0001789614365876152
0.216,0.0002138197792839326
0.252,0.0002481361275090238
0.288,0.0002817824865152526
0.3240000000000001,0.0003146278733229294
0.3600000000000001,0.0003465397404111949
0.3960000000000001,0.0003773865286075902
0.4320000000000002,0.0004070419239953844
0.4680000000000002,0.0004353899234166386
0.5040000000000002,0.0004623298743339594
0.5400000000000003,0.0004877808747980169
0.5760000000000003,0.000511685083605597
0.6120000000000003,0.0005340096483520093
0.6480000000000004,0.0005547471326126539
0.6840000000000004,0.0005739144992733868
0.7200000000000004,0.0005915508585660534
0.7560000000000004,0.0006077142939940035
0.7920000000000005,0.0006224781265033512
0.8280000000000005,0.0006359269698639857
0.8640000000000005,0.0006481528811758102
0.9000000000000006,0.0006592518371474529
0.9360000000000006,0.0006693206861744891
0.9720000000000006,0.0006784546512648348
1.008000000000001,0.00068674539741165
1.044000000000001,0.0006942796322611094
1.080000000000001,0.0007011381805199601
1.116000000000001,0.0007073954580652297
1.152000000000001,0.000713119267850151
1.188000000000001,0.0007183708431086089
1.224000000000001,0.0007232050711539628
1.260000000000001,0.000727670840996884
1.296000000000001,0.0007318114684746397
1.332000000000001,0.0007356651625629817
1.368000000000001,0.0007392655054485205
1.404000000000001,0.0007426419265125956
1.440000000000001,0.0007458201565692911
1.476000000000001,0.0007488226535923645
1.512000000000001,0.0007516689949092631
1.548000000000001,0.0007543762336130717
1.584000000000001,0.0007569592189245107
1.620000000000001,0.0007594308815913872
1.656000000000001,0.000761802486286689
1.692000000000001,0.0007640838534796116
1.728000000000001,0.0007662835535044684
1.764000000000001,0.0007684090756178809
1.8,0.0007704669747746817
